entity,state,year,births_15_44,source_url,source_table
Alaska,02,2021,9367,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Arizona,04,2021,77916,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Arkansas,05,2021,35965,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
California,06,2021,420608,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Colorado,08,2021,62949,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Connecticut,09,2021,35670,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Delaware,10,2021,10482,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
District of Columbia,11,2021,8660,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Florida,12,2021,216260,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Georgia,13,2021,124073,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Hawaii,15,2021,15620,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Idaho,16,2021,22427,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Illinois,17,2021,132189,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Indiana,18,2021,79946,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Iowa,19,2021,36835,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Kansas,20,2021,34705,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Kentucky,21,2021,52214,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Louisiana,22,2021,57437,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Maine,23,2021,12006,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Maryland,24,2021,68285,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Massachusetts,25,2021,69137,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Michigan,26,2021,104980,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Minnesota,27,2021,64425,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Mississippi,28,2021,35156,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Missouri,29,2021,69453,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Montana,30,2021,11231,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Nebraska,31,2021,24609,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Nevada,32,2021,33686,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Hampshire,33,2021,12625,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Jersey,34,2021,101497,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Mexico,35,2021,21391,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New York,36,2021,210742,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
North Carolina,37,2021,120466,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
North Dakota,38,2021,10112,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Ohio,39,2021,129791,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Oklahoma,40,2021,48410,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Oregon,41,2021,40914,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Pennsylvania,42,2021,132622,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Rhode Island,44,2021,10464,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
South Carolina,45,2021,57185,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
South Dakota,46,2021,11369,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Tennessee,47,2021,81717,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Texas,48,2021,373594,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Utah,49,2021,46712,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Vermont,50,2021,5384,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Virginia,51,2021,95825,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Washington,53,2021,83911,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
West Virginia,54,2021,17198,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Wisconsin,55,2021,61781,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Wyoming,56,2021,6237,https://www.cdc.gov/nchs/data/nvsr/nvsr72/nvsr72-01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
