entity,state,year,births_15_44,source_url,source_table
Arizona,04,2014,86887,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Arkansas,05,2014,38511,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
California,06,2014,502879,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Colorado,08,2014,65830,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Connecticut,09,2014,36285,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Delaware,10,2014,10972,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
District of Columbia,11,2014,9509,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Florida,12,2014,219991,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Georgia,13,2014,130946,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Hawaii,15,2014,18550,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Idaho,16,2014,22876,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Illinois,17,2014,158556,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Indiana,18,2014,84080,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Iowa,19,2014,39687,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Kansas,20,2014,39223,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Kentucky,21,2014,56170,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Louisiana,22,2014,64497,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Maine,23,2014,12698,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Maryland,24,2014,73921,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Massachusetts,25,2014,71908,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Michigan,26,2014,114375,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Minnesota,27,2014,69904,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Mississippi,28,2014,38736,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Missouri,29,2014,75360,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Montana,30,2014,12432,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Nebraska,31,2014,26794,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Nevada,32,2014,35861,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Hampshire,33,2014,12302,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Jersey,34,2014,103305,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Mexico,35,2014,26052,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New York,36,2014,238773,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
North Carolina,37,2014,120975,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
North Dakota,38,2014,11359,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Ohio,39,2014,139467,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Oklahoma,40,2014,53339,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Oregon,41,2014,45556,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Pennsylvania,42,2014,142268,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Rhode Island,44,2014,10823,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
South Carolina,45,2014,57627,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
South Dakota,46,2014,12283,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Tennessee,47,2014,81602,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Texas,48,2014,399766,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Utah,49,2014,51154,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Vermont,50,2014,6130,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Virginia,51,2014,103300,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Washington,53,2014,88585,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
West Virginia,54,2014,20301,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Wisconsin,55,2014,67161,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Wyoming,56,2014,7696,https://www.cdc.gov/nchs/data/nvsr/nvsr64/nvsr64_12.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Alabama,01,2015,59657,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Alaska,02,2015,11282,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Arizona,04,2015,85351,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Arkansas,05,2015,38886,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
California,06,2015,491748,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Colorado,08,2015,66581,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Connecticut,09,2015,35746,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Delaware,10,2015,11166,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
District of Columbia,11,2015,9578,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Florida,12,2015,224269,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Georgia,13,2015,131404,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Hawaii,15,2015,18420,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Idaho,16,2015,22827,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Illinois,17,2015,158116,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Indiana,18,2015,84040,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Iowa,19,2015,39482,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Kansas,20,2015,39154,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Kentucky,21,2015,55971,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Louisiana,22,2015,64692,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Maine,23,2015,12607,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Maryland,24,2015,73616,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Massachusetts,25,2015,71492,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Michigan,26,2015,113312,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Minnesota,27,2015,69834,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Mississippi,28,2015,38394,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Missouri,29,2015,75061,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Montana,30,2015,12583,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Nebraska,31,2015,26679,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Nevada,32,2015,36298,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Hampshire,33,2015,12433,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Jersey,34,2015,103127,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Mexico,35,2015,25816,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New York,36,2015,237274,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
North Carolina,37,2015,120843,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
North Dakota,38,2015,11314,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Ohio,39,2015,139264,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Oklahoma,40,2015,53122,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Oregon,41,2015,45655,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Pennsylvania,42,2015,141047,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Rhode Island,44,2015,10993,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
South Carolina,45,2015,58139,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
South Dakota,46,2015,12336,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Tennessee,47,2015,81685,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Texas,48,2015,403618,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Utah,49,2015,50778,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Vermont,50,2015,5903,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Virginia,51,2015,103303,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Washington,53,2015,88990,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
West Virginia,54,2015,19805,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Wisconsin,55,2015,67041,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Wyoming,56,2015,7765,https://www.cdc.gov/nchs/data/nvsr/nvsr66/nvsr66_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Alabama,01,2016,59151,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Alaska,02,2016,11209,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Arizona,04,2016,84520,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Arkansas,05,2016,38274,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
California,06,2016,488827,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Colorado,08,2016,66613,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Connecticut,09,2016,36015,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Delaware,10,2016,10992,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
District of Columbia,11,2016,9858,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Florida,12,2016,225022,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Georgia,13,2016,130042,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Hawaii,15,2016,18059,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Idaho,16,2016,22482,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Illinois,17,2016,154445,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Indiana,18,2016,83091,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Iowa,19,2016,39403,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Kansas,20,2016,38053,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Kentucky,21,2016,55449,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Louisiana,22,2016,63178,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Maine,23,2016,12705,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Maryland,24,2016,73136,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Massachusetts,25,2016,71317,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Michigan,26,2016,113315,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Minnesota,27,2016,69749,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Mississippi,28,2016,37928,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Missouri,29,2016,74705,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Montana,30,2016,12282,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Nebraska,31,2016,26589,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Nevada,32,2016,36260,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Hampshire,33,2016,12267,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Jersey,34,2016,102647,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New Mexico,35,2016,24692,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
New York,36,2016,234283,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
North Carolina,37,2016,120779,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
North Dakota,38,2016,11383,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Ohio,39,2016,138085,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Oklahoma,40,2016,52592,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Oregon,41,2016,45535,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Pennsylvania,42,2016,139409,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Rhode Island,44,2016,10798,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
South Carolina,45,2016,57342,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
South Dakota,46,2016,12275,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Tennessee,47,2016,80807,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Texas,48,2016,398047,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Utah,49,2016,50464,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Vermont,50,2016,5756,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Virginia,51,2016,102460,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Washington,53,2016,90505,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
West Virginia,54,2016,19079,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Wisconsin,55,2016,66615,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Wyoming,56,2016,7386,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_01.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Alabama,01,2017,58941,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Alaska,02,2017,10445,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Arizona,04,2017,81872,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Arkansas,05,2017,37520,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
California,06,2017,471658,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Colorado,08,2017,64382,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Connecticut,09,2017,35221,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Delaware,10,2017,10855,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
District of Columbia,11,2017,9560,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Florida,12,2017,223630,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Georgia,13,2017,129243,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Hawaii,15,2017,17517,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Idaho,16,2017,22181,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Illinois,17,2017,149390,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Indiana,18,2017,82170,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Iowa,19,2017,38430,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Kansas,20,2017,36519,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Kentucky,21,2017,54752,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Louisiana,22,2017,61018,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Maine,23,2017,12298,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Maryland,24,2017,71641,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Massachusetts,25,2017,70702,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Michigan,26,2017,111426,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Minnesota,27,2017,68595,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Mississippi,28,2017,37357,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Missouri,29,2017,73034,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Montana,30,2017,11799,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
Nebraska,31,2017,25821,https://www.cdc.gov/nchs/data/nvsr/nvsr67/nvsr67_08-508.pdf,"NCHS final births by race and Hispanic origin, state of residence"
