year,country,policy,population,households,living_clans,births,deaths,migrants,mean_children_per_completed_family,mean_child_investment,upward_mobility_rate,high_status_share,median_household_resources,bottom_clan_extinction_share,below_deadline_share,occupational_persistence_rate,precarious_inheritance_rate,fertility_realization_gap,political_occupation_share,medical_occupation_share,precarious_occupation_share,unemployment_rate,injury_rate,homeownership_rate,licensed_physician_share,state_sector_share,political_dynasty_share,faction_concentration,elite_marriage_share
2072,USA,无专项生育限制,549,287,155,2,13,0,1.2015,39.0694,0.0,0.04307,119.9357,0.17,0.525,0.40034,0.27885,0.22593,0.0,0.0,0.09286,0.07143,0.08571,0.55052,0.0,0.20714,0.0,0,0.01508
2073,CHN,三孩及配套支持,1793,859,285,6,25,5,1.643,8.387,0.25,0.01049,33.1637,0.06,0.6652,0.40081,0.29139,0.78999,0.00661,0.00992,0.12066,0.06777,0.08926,0.38999,0.00992,0.18512,0.25,0.375,0.00166
2073,IND,国家家庭福利/计划生育项目（简化）,3789,1501,292,16,32,7,2.3906,3.6118,0.17857,0.00526,24.9671,0.02667,0.61375,0.40566,0.31486,1.22428,0.00529,0.00264,0.15796,0.07403,0.07469,0.40306,0.00264,0.14607,0.25,0.22449,0.00168
2073,JPN,少子化支持政策（合并简化）,419,223,78,1,6,3,1.3366,20.803,1.0,0.05063,87.7914,0.33333,0.37931,0.32687,0.28333,0.15429,0.00917,0.01835,0.09174,0.08257,0.04587,0.56502,0.01835,0.27523,0.0,1.0,0.01923
2073,USA,无专项生育限制,532,283,152,0,18,5,1.1778,41.0185,0.0,0.0444,114.1686,0.17,0.5,0.39966,0.27885,0.22578,0.0,0.0,0.09559,0.08088,0.09559,0.55124,0.0,0.19853,0.0,0,0.02116
2074,CHN,三孩及配套支持,1767,849,285,10,31,5,1.6485,8.7477,0.16667,0.00995,34.4202,0.06,0.66667,0.40171,0.29451,0.75496,0.00658,0.00987,0.12664,0.06743,0.08553,0.3934,0.00987,0.18586,0.25,0.375,0.00172
2074,IND,国家家庭福利/计划生育项目（简化）,3764,1500,291,23,41,7,2.3797,3.6757,0.27273,0.00497,25.248,0.02667,0.61111,0.40594,0.31579,1.21352,0.00535,0.00268,0.1573,0.07965,0.07697,0.41067,0.00268,0.14257,0.25,0.22449,0.0017
2074,JPN,少子化支持政策（合并简化）,422,223,78,0,4,7,1.3301,19.8151,0.5,0.0529,92.6143,0.33333,0.39286,0.32507,0.28333,0.14813,0.00901,0.01802,0.09009,0.03604,0.04505,0.56502,0.01802,0.28829,0.0,1.0,0.01923
2074,USA,无专项生育限制,530,280,152,1,8,5,1.1767,44.6257,1.0,0.04466,113.6208,0.17,0.52778,0.39897,0.27885,0.22315,0.0,0.0,0.12409,0.05109,0.08759,0.55357,0.0,0.18978,0.0,0,0.02083
2075,CHN,三孩及配套支持,1745,840,284,5,27,0,1.6602,9.5824,0.26316,0.01067,34.425,0.06667,0.66957,0.40289,0.29718,0.72703,0.0081,0.00972,0.12804,0.05835,0.08428,0.39762,0.00972,0.18152,0.2,0.28,0.00175
2075,IND,国家家庭福利/计划生育项目（简化）,3763,1499,291,25,28,2,2.3659,3.8077,0.43478,0.00497,25.204,0.02667,0.61413,0.40533,0.31343,1.19501,0.00537,0.00269,0.15984,0.06447,0.07589,0.41828,0.00269,0.14036,0.25,0.25,0.0017
2075,JPN,少子化支持政策（合并简化）,412,223,76,1,10,3,1.3155,19.0657,0.0,0.05412,90.1392,0.36667,0.41379,0.32329,0.27869,0.15524,0.00901,0.01802,0.11712,0.03604,0.04505,0.56054,0.01802,0.27928,0.0,1.0,0.02
2075,USA,无专项生育限制,520,276,151,0,9,1,1.1787,40.3286,0.0,0.04554,111.0497,0.18,0.53125,0.39897,0.27885,0.22632,0.0,0.0,0.1037,0.04444,0.08889,0.55435,0.0,0.2,0.0,0,0.02151
2076,CHN,三孩及配套支持,1724,835,281,5,25,5,1.6667,10.0965,0.26316,0.01072,34.477,0.06667,0.66953,0.40355,0.29828,0.7094,0.00805,0.00966,0.13527,0.05636,0.08696,0.3988,0.00966,0.17713,0.2,0.28,0.00177
2076,IND,国家家庭福利/计划生育项目（简化）,3763,1494,290,33,31,2,2.3606,3.8768,0.37037,0.00498,25.4696,0.03333,0.60799,0.40482,0.31188,1.17539,0.00605,0.00336,0.15333,0.07128,0.07532,0.42436,0.00336,0.13853,0.22222,0.23457,0.00171
2076,JPN,少子化支持政策（合并简化）,405,221,74,1,9,1,1.3107,24.1237,0.0,0.05497,90.5368,0.4,0.36667,0.3224,0.27419,0.14732,0.00909,0.01818,0.13636,0.00909,0.04545,0.56109,0.01818,0.29091,0.0,1.0,0.02069
2076,USA,无专项生育限制,515,276,151,1,8,4,1.1648,39.4651,0.5,0.04591,107.8844,0.18,0.55882,0.39761,0.27885,0.22304,0.0,0.0,0.0963,0.05185,0.08148,0.54348,0.0,0.2,0.0,0,0.02186
2077,CHN,三孩及配套支持,1709,828,279,5,18,8,1.669,10.3942,0.22222,0.01006,33.9033,0.07333,0.66524,0.40244,0.29638,0.68502,0.0079,0.00948,0.13586,0.05529,0.08689,0.39734,0.00948,0.17694,0.2,0.28,0.00179
2077,IND,国家家庭福利/计划生育项目（简化）,3761,1492,290,25,24,3,2.3473,3.9193,0.2963,0.00531,25.6758,0.03333,0.61194,0.40406,0.31258,1.15291,0.00674,0.00337,0.15037,0.07485,0.08024,0.4256,0.00337,0.14026,0.2,0.22,0.00171
2077,JPN,少子化支持政策（合并简化）,396,217,73,1,13,3,1.3202,26.3045,0.0,0.05898,89.2715,0.4,0.4,0.32425,0.27419,0.15357,0.00909,0.01818,0.12727,0.01818,0.04545,0.56221,0.01818,0.28182,0.0,1.0,0.02113
2077,USA,无专项生育限制,507,273,145,0,10,2,1.1705,42.0031,0.0,0.04453,108.4767,0.2,0.58824,0.39864,0.27885,0.22687,0.0,0.0,0.10606,0.04545,0.07576,0.54212,0.0,0.20455,0.0,0,0.02247
2078,CHN,三孩及配套支持,1679,806,278,9,33,6,1.6799,11.2615,0.1875,0.01022,34.1237,0.08,0.64979,0.40223,0.29536,0.64973,0.00937,0.00937,0.13281,0.05781,0.08438,0.39702,0.00937,0.17188,0.16667,0.27778,0.00182
2078,IND,国家家庭福利/计划生育项目（简化）,3744,1495,289,16,29,4,2.3301,4.0549,0.32258,0.00531,25.591,0.04,0.60829,0.40547,0.31356,1.15038,0.00672,0.00336,0.14987,0.07796,0.08333,0.42475,0.00336,0.13844,0.2,0.23457,0.00171
2078,JPN,少子化支持政策（合并简化）,398,216,73,1,7,8,1.305,24.6649,0.0,0.05851,94.7249,0.4,0.45161,0.32075,0.26562,0.15298,0.00885,0.0177,0.14159,0.0354,0.0531,0.55556,0.0177,0.27434,0.0,1.0,0.02055
2078,USA,无专项生育限制,495,268,141,2,16,2,1.1693,40.504,0.0,0.04574,110.3513,0.22,0.57576,0.39796,0.27885,0.20377,0.0,0.0,0.10606,0.04545,0.07576,0.54478,0.0,0.20455,0.0,0,0.02367
2079,CHN,三孩及配套支持,1657,802,275,4,28,2,1.6824,11.3652,0.5625,0.01097,33.92,0.08667,0.65432,0.4025,0.29498,0.63312,0.01235,0.00926,0.13272,0.05556,0.08796,0.40399,0.00926,0.17438,0.25,0.30612,0.00183
2079,IND,国家家庭福利/计划生育项目（简化）,3722,1494,288,17,35,6,2.3266,4.1555,0.4,0.00597,26.4171,0.04667,0.60606,0.40694,0.31667,1.14647,0.00669,0.00335,0.14793,0.0743,0.08367,0.42637,0.00335,0.13855,0.2,0.23457,0.00171
2079,JPN,少子化支持政策（合并简化）,395,215,71,1,6,2,1.3131,24.3706,0.0,0.05898,94.5127,0.41667,0.46667,0.31989,0.26562,0.15115,0.00909,0.01818,0.14545,0.01818,0.05455,0.54884,0.01818,0.28182,0.0,1.0,0.02069
2079,USA,无专项生育限制,482,259,138,0,13,6,1.1633,33.9974,0.0,0.04487,109.6348,0.22,0.58333,0.39898,0.27885,0.20234,0.0,0.0,0.10687,0.06107,0.08397,0.55985,0.0,0.18321,0.0,0,0.02424
2080,CHN,三孩及配套支持,1646,803,273,8,21,2,1.6867,11.0064,0.33333,0.01238,34.3917,0.09333,0.62651,0.40105,0.29436,0.61494,0.01221,0.00916,0.12824,0.04122,0.09313,0.40349,0.00916,0.17863,0.25,0.30612,0.00184
2080,IND,国家家庭福利/计划生育项目（简化）,3698,1492,287,15,33,6,2.3191,4.3952,0.35897,0.00596,26.5949,0.04667,0.60687,0.40849,0.31925,1.1429,0.00598,0.00332,0.14352,0.07375,0.07841,0.42359,0.00332,0.14352,0.22222,0.28125,0.00171
2080,JPN,少子化支持政策（合并简化）,391,214,69,0,7,3,1.3265,26.256,0.5,0.0593,91.1657,0.45,0.5,0.32086,0.26154,0.14739,0.00893,0.01786,0.13393,0.02679,0.05357,0.5514,0.01786,0.27679,0.0,1.0,0.01389
2080,USA,无专项生育限制,475,254,136,0,8,5,1.1618,32.7013,0.0,0.04121,108.4859,0.23,0.52941,0.39898,0.27885,0.20254,0.0,0.0,0.10236,0.07087,0.09449,0.56299,0.0,0.18898,0.0,0,0.01852
2081,CHN,三孩及配套支持,1630,788,273,9,23,12,1.6802,11.4679,0.38462,0.0132,35.1581,0.09333,0.62449,0.40095,0.29314,0.5948,0.01216,0.0076,0.11854,0.05319,0.09726,0.40102,0.0076,0.17933,0.25,0.30612,0.00186
2081,IND,国家家庭福利/计划生育项目（简化）,3666,1487,285,17,40,9,2.3073,4.5082,0.33333,0.00663,27.07,0.06,0.60566,0.40895,0.31781,1.13065,0.0066,0.0033,0.1471,0.06992,0.07586,0.42636,0.0033,0.14512,0.2,0.25926,0.00173
2081,JPN,少子化支持政策（合并简化）,379,207,68,0,14,2,1.3262,29.902,0.5,0.06061,88.927,0.45,0.5,0.3254,0.26154,0.16843,0.00877,0.00877,0.12281,0.04386,0.07018,0.54589,0.00877,0.26316,0.0,1.0,0.01399
2081,USA,无专项生育限制,473,251,133,1,12,9,1.1799,33.0059,1.0,0.04139,105.4283,0.23,0.52941,0.39831,0.27885,0.18805,0.0,0.0,0.11024,0.06299,0.09449,0.56972,0.0,0.18898,0.0,0,0.01875
2082,CHN,三孩及配套支持,1596,774,269,6,40,0,1.6702,12.3294,0.06667,0.01344,34.8844,0.10667,0.628,0.40047,0.29339,0.58689,0.01054,0.00753,0.12952,0.06325,0.09639,0.39276,0.00753,0.16867,0.28571,0.27778,0.00187
2082,IND,国家家庭福利/计划生育项目（简化）,3642,1485,283,17,41,0,2.304,4.6448,0.32258,0.00699,28.2612,0.06667,0.61278,0.40903,0.31829,1.12534,0.00655,0.00328,0.1481,0.06881,0.07798,0.42492,0.00328,0.14351,0.2,0.25926,0.00259
2082,JPN,少子化支持政策（合并简化）,374,202,66,3,8,0,1.3098,30.1816,0.0,0.05915,90.2118,0.46667,0.47059,0.3254,0.26154,0.14913,0.01802,0.00901,0.11712,0.04505,0.07207,0.5495,0.00901,0.25225,0.0,1.0,0.01429
2082,USA,无专项生育限制,459,245,129,0,14,0,1.1581,34.745,1.0,0.03812,108.2287,0.24,0.51515,0.39932,0.27885,0.17954,0.0,0.0,0.12195,0.04878,0.08943,0.58367,0.0,0.19512,0.0,0,0.01935
2083,CHN,三孩及配套支持,1571,759,269,7,28,6,1.6733,12.5661,0.09091,0.01292,35.7156,0.10667,0.62992,0.40075,0.29363,0.57211,0.0104,0.00892,0.13373,0.05795,0.09807,0.39526,0.00892,0.16939,0.14286,0.30612,0.00188
2083,IND,国家家庭福利/计划生育项目（简化）,3619,1475,280,20,37,6,2.2857,4.7623,0.25,0.00699,28.1247,0.08,0.6106,0.41017,0.31771,1.10099,0.00713,0.00324,0.14582,0.07259,0.07518,0.42644,0.00324,0.14064,0.18182,0.26,0.00261
2083,JPN,少子化支持政策（合并简化）,373,200,65,0,9,8,1.3077,27.2179,1.0,0.05949,88.9887,0.46667,0.5,0.32454,0.26154,0.14834,0.0177,0.0177,0.11504,0.02655,0.0708,0.55,0.0177,0.28319,0.0,1.0,0.01439
2083,USA,无专项生育限制,453,245,127,0,8,2,1.1595,34.8839,0.0,0.03864,108.6612,0.25,0.5,0.39932,0.27885,0.18817,0.0,0.0,0.11667,0.05833,0.1,0.58776,0.0,0.18333,0.0,0,0.01948
2084,CHN,三孩及配套支持,1559,755,268,9,21,0,1.6733,12.9421,0.375,0.01297,37.7355,0.11333,0.62977,0.40056,0.29592,0.54281,0.01183,0.00888,0.13018,0.05621,0.09763,0.39735,0.00888,0.17456,0.25,0.30612,0.00191
2084,IND,国家家庭福利/计划生育项目（简化）,3605,1474,276,21,37,2,2.2748,5.1299,0.32692,0.00695,29.7144,0.10667,0.60664,0.40985,0.31603,1.08827,0.00765,0.00255,0.1434,0.07011,0.07584,0.42673,0.00255,0.14277,0.16667,0.26,0.00262
2084,JPN,少子化支持政策（合并简化）,368,197,64,0,5,0,1.3146,25.1053,0.0,0.06,90.6524,0.48333,0.42857,0.32546,0.26866,0.15582,0.0177,0.0177,0.10619,0.04425,0.07965,0.56345,0.0177,0.26549,0.0,1.0,0.01429
2084,USA,无专项生育限制,441,238,125,0,10,2,1.1644,35.0255,0.0,0.03972,108.5167,0.25,0.55172,0.39932,0.27885,0.19068,0.0,0.0,0.07759,0.09483,0.08621,0.58403,0.0,0.18103,0.0,0,0.01987
2085,CHN,三孩及配套支持,1543,751,266,3,23,4,1.6786,13.1156,0.3,0.01378,40.0153,0.12,0.61654,0.40056,0.29615,0.53601,0.01045,0.00746,0.13284,0.05522,0.09851,0.3968,0.00746,0.17164,0.28571,0.38889,0.0038
2085,IND,国家家庭福利/计划生育项目（简化）,3576,1474,272,16,41,4,2.2587,5.3546,0.20455,0.00728,29.5134,0.13333,0.60377,0.4108,0.31849,1.08125,0.00763,0.00254,0.14812,0.06484,0.0801,0.43351,0.00254,0.14304,0.16667,0.26,0.00263
2085,JPN,少子化支持政策（合并简化）,362,195,63,1,9,2,1.3239,23.9547,0.0,0.06105,93.5385,0.48333,0.36111,0.32723,0.26866,0.15892,0.01786,0.00893,0.125,0.0625,0.08036,0.55385,0.00893,0.26786,0.0,1.0,0.01439
2085,USA,无专项生育限制,428,234,124,1,12,2,1.1667,35.2277,1.0,0.04096,107.14,0.26,0.57143,0.40034,0.27885,0.17442,0.0,0.0,0.07273,0.1,0.08182,0.5812,0.0,0.19091,0.0,0,0.02098
2086,CHN,三孩及配套支持,1518,731,263,9,27,7,1.6923,13.2273,0.44444,0.01327,41.925,0.13333,0.60769,0.4012,0.29697,0.50084,0.00904,0.00753,0.12952,0.05873,0.09488,0.40219,0.00753,0.16867,0.33333,0.36,0.00385
2086,IND,国家家庭福利/计划生育项目（简化）,3575,1483,272,30,30,1,2.255,5.6029,0.3125,0.00761,29.8849,0.13333,0.60033,0.41148,0.31969,1.073,0.00824,0.00254,0.14585,0.07102,0.08244,0.43088,0.00254,0.14268,0.15385,0.26,0.00261
2086,JPN,少子化支持政策（合并简化）,354,188,61,1,12,7,1.3155,24.2549,0.0,0.06306,91.3284,0.51667,0.37143,0.32723,0.26866,0.14947,0.01802,0.00901,0.12613,0.04505,0.08108,0.54255,0.00901,0.25225,0.0,1.0,0.01471
2086,USA,无专项生育限制,428,237,120,0,5,5,1.177,33.1571,0.0,0.04096,104.1544,0.28,0.53846,0.40034,0.27885,0.16774,0.0,0.0,0.08257,0.10092,0.08257,0.5865,0.0,0.19266,0.0,0,0.02143
2087,CHN,三孩及配套支持,1482,708,260,4,38,2,1.7052,13.4128,0.4,0.01433,44.3421,0.14667,0.59615,0.40119,0.29839,0.47878,0.00766,0.00766,0.13323,0.0536,0.09801,0.40254,0.00766,0.16998,0.2,0.375,0.00386
2087,IND,国家家庭福利/计划生育项目（简化）,3571,1489,270,23,27,0,2.2528,5.8722,0.19565,0.00723,31.0479,0.14,0.60645,0.41197,0.31833,1.06282,0.00873,0.00249,0.1409,0.07918,0.08292,0.43116,0.00249,0.14152,0.21429,0.26,0.0026
2087,JPN,少子化支持政策（合并简化）,350,186,59,1,7,2,1.2934,23.4081,0.0,0.06402,92.698,0.55,0.41176,0.32723,0.26866,0.13594,0.00917,0.00917,0.12844,0.04587,0.08257,0.54839,0.00917,0.23853,0.0,1.0,0.01504
2087,USA,无专项生育限制,418,230,117,0,10,0,1.1682,33.3023,0.0,0.03457,101.4629,0.29,0.53846,0.40034,0.27885,0.16762,0.00971,0.0,0.1068,0.06796,0.08738,0.59565,0.0,0.17476,1.0,0,0.0219
2088,CHN,三孩及配套支持,1459,691,256,6,29,0,1.716,13.5714,0.28571,0.01449,47.1182,0.16,0.57752,0.40183,0.29779,0.45472,0.00768,0.00922,0.13057,0.05837,0.10292,0.40666,0.00922,0.1659,0.2,0.375,0.00389
2088,IND,国家家庭福利/计划生育项目（简化）,3548,1483,266,23,46,0,2.2453,6.0461,0.27273,0.00724,31.4267,0.16,0.60031,0.41054,0.31568,1.04736,0.00739,0.00246,0.14048,0.07332,0.08133,0.43291,0.00246,0.14171,0.25,0.28125,0.0026
2088,JPN,少子化支持政策（合并简化）,343,182,57,0,7,0,1.3091,23.0282,1.0,0.05901,96.9569,0.55,0.41935,0.32637,0.26866,0.13548,0.00943,0.00943,0.13208,0.0566,0.08491,0.54396,0.00943,0.23585,0.0,1.0,0.01538
2088,USA,无专项生育限制,405,221,113,0,13,0,1.1517,33.5098,0.0,0.03061,106.1673,0.33,0.58333,0.40034,0.27885,0.16562,0.01042,0.0,0.11458,0.03125,0.08333,0.60181,0.0,0.1875,1.0,0,0.02239
2089,CHN,三孩及配套支持,1445,688,250,5,27,8,1.7188,13.4836,0.28571,0.01465,48.8907,0.17333,0.56863,0.40146,0.29779,0.44551,0.0108,0.00926,0.12654,0.05401,0.09568,0.40116,0.00926,0.1713,0.28571,0.38889,0.00385
2089,IND,国家家庭福利/计划生育项目（简化）,3521,1476,264,19,38,8,2.2463,6.3224,0.35484,0.00727,31.9461,0.16667,0.59404,0.41061,0.31472,1.03007,0.0068,0.00309,0.14224,0.06679,0.08411,0.43157,0.00309,0.13915,0.27273,0.30612,0.00174
2089,JPN,少子化支持政策（合并简化）,336,179,55,0,8,1,1.3333,24.7072,1.0,0.06013,95.5071,0.56667,0.3871,0.32552,0.26471,0.13352,0.00971,0.00971,0.13592,0.03883,0.08738,0.54749,0.00971,0.23301,0.0,1.0,0.01587
2089,USA,无专项生育限制,396,215,109,0,8,1,1.1463,28.0826,0.0,0.03125,109.2819,0.36,0.54545,0.40135,0.28571,0.16229,0.01075,0.0,0.10753,0.03226,0.08602,0.6093,0.0,0.1828,1.0,0,0.02273
2090,CHN,三孩及配套支持,1432,686,249,4,19,6,1.7266,14.0756,0.42857,0.01554,49.4466,0.17333,0.58498,0.40154,0.29719,0.43901,0.0125,0.00937,0.11406,0.05781,0.09688,0.39504,0.00937,0.17656,0.25,0.38889,0.00385
2090,IND,国家家庭福利/计划生育项目（简化）,3502,1476,262,24,37,6,2.2373,6.478,0.42424,0.00696,33.864,0.18,0.59565,0.41117,0.31529,1.02165,0.00559,0.0031,0.14029,0.0689,0.08504,0.42818,0.0031,0.14277,0.22222,0.27778,0.00087
2090,JPN,少子化支持政策（合并简化）,334,178,53,0,4,2,1.321,20.0592,0.0,0.05696,94.0964,0.58333,0.375,0.32383,0.26087,0.13942,0.0099,0.0099,0.11881,0.0297,0.08911,0.55056,0.0099,0.24752,0.0,1.0,0.01575
2090,USA,无专项生育限制,382,205,103,1,17,2,1.1531,29.6113,0.5,0.03235,114.3248,0.41,0.57895,0.40168,0.28302,0.1594,0.01099,0.0,0.08791,0.04396,0.08791,0.62439,0.0,0.18681,1.0,0,0.02362
2091,CHN,三孩及配套支持,1420,685,249,5,19,6,1.7247,14.639,0.36364,0.01639,51.253,0.17333,0.57874,0.40135,0.29659,0.4226,0.01097,0.0094,0.11599,0.04859,0.10345,0.39416,0.0094,0.18182,0.28571,0.36,0.00383
2091,IND,国家家庭福利/计划生育项目（简化）,3490,1477,260,24,35,7,2.217,6.6159,0.08333,0.00732,34.5663,0.19333,0.59219,0.41166,0.31401,1.01789,0.00503,0.00314,0.14016,0.06411,0.08485,0.43196,0.00314,0.14205,0.125,0.27778,0.00087
2091,JPN,少子化支持政策（合并简化）,325,175,53,0,9,0,1.327,23.242,0.5,0.06149,96.7571,0.58333,0.39394,0.32216,0.26087,0.14277,0.01,0.01,0.13,0.03,0.09,0.54857,0.01,0.26,0.0,1.0,0.01626
2091,USA,无专项生育限制,373,198,99,0,8,1,1.1799,30.0853,1.0,0.03306,116.0949,0.44,0.5625,0.40268,0.28037,0.15754,0.0119,0.0,0.07143,0.05952,0.07143,0.62121,0.0,0.21429,1.0,0,0.024
2092,CHN,三孩及配套支持,1411,680,247,9,19,1,1.7214,14.9558,0.55556,0.01572,53.6544,0.18,0.57422,0.40153,0.296,0.39699,0.00791,0.00949,0.12025,0.04114,0.10127,0.39412,0.00949,0.18038,0.2,0.55556,0.00384
2092,IND,国家家庭福利/计划生育项目（简化）,3472,1473,260,23,40,1,2.201,6.6926,0.39286,0.00768,35.7764,0.19333,0.59062,0.41063,0.31342,1.0141,0.00572,0.00318,0.14104,0.0737,0.08513,0.43381,0.00318,0.14485,0.11111,0.22449,0.00087
2092,JPN,少子化支持政策（合并简化）,321,174,52,0,4,0,1.3125,23.7953,0.0,0.0623,96.7368,0.6,0.41379,0.32216,0.26087,0.14512,0.01042,0.01042,0.125,0.03125,0.10417,0.54598,0.01042,0.25,0.0,1.0,0.01667
2092,USA,无专项生育限制,355,189,94,0,18,0,1.1878,30.1939,0.0,0.03478,115.6408,0.44,0.5625,0.40268,0.28037,0.16354,0.0122,0.0,0.09756,0.03659,0.07317,0.61905,0.0,0.20732,1.0,0,0.02564
2093,CHN,三孩及配套支持,1387,669,242,8,32,6,1.7248,15.4915,0.25,0.01609,55.4842,0.2,0.57438,0.40215,0.29741,0.38814,0.00813,0.00813,0.1187,0.05203,0.09756,0.39462,0.00813,0.18211,0.2,0.55556,0.00576
2093,IND,国家家庭福利/计划生育项目（简化）,3456,1474,257,24,38,8,2.1935,6.7833,0.36667,0.0067,36.942,0.2,0.57538,0.41056,0.31185,0.99594,0.00642,0.00321,0.1457,0.0751,0.08601,0.43691,0.00321,0.14442,0.1,0.21875,0.00087
2093,JPN,少子化支持政策（合并简化）,318,174,52,1,6,2,1.2981,24.6964,0.0,0.0596,94.3171,0.6,0.37037,0.32134,0.26087,0.13659,0.01031,0.01031,0.12371,0.01031,0.10309,0.54023,0.01031,0.23711,0.0,1.0,0.00862
2093,USA,无专项生育限制,346,184,93,0,9,0,1.1921,30.307,0.0,0.03571,114.9191,0.45,0.42857,0.40268,0.28037,0.16758,0.01266,0.0,0.10127,0.08861,0.06329,0.63043,0.0,0.20253,1.0,0,0.02609
2094,CHN,三孩及配套支持,1373,659,237,5,21,10,1.7383,16.1847,0.5,0.01629,54.5265,0.20667,0.56897,0.40197,0.2988,0.38044,0.00825,0.00825,0.11881,0.0462,0.09406,0.39605,0.00825,0.18152,0.2,0.55556,0.00578
2094,IND,国家家庭福利/计划生育项目（简化）,3445,1471,254,27,34,8,2.1823,6.5655,0.21875,0.00738,37.2097,0.20667,0.54697,0.41008,0.31443,0.97844,0.00646,0.00323,0.14544,0.07563,0.08533,0.43848,0.00323,0.14415,0.1,0.21875,0.0026
2094,JPN,少子化支持政策（合并简化）,318,173,52,0,3,3,1.3125,25.295,0.0,0.0596,95.291,0.6,0.36,0.32134,0.26087,0.13462,0.01099,0.01099,0.10989,0.01099,0.0989,0.53757,0.01099,0.23077,0.0,1.0,0.00855
2094,USA,无专项生育限制,336,180,92,0,9,5,1.1897,23.6578,0.0,0.03343,110.259,0.45,0.28571,0.40134,0.28037,0.16356,0.01333,0.0,0.14667,0.04,0.08,0.62778,0.0,0.21333,1.0,0,0.02679
2095,CHN,三孩及配套支持,1350,651,236,1,22,2,1.7302,17.2868,0.16667,0.01653,54.6078,0.20667,0.54839,0.40268,0.2996,0.37305,0.00839,0.00839,0.11745,0.05369,0.09396,0.40092,0.00839,0.18456,0.2,0.55556,0.00594
2095,IND,国家家庭福利/计划生育项目（简化）,3430,1471,253,25,38,2,2.1803,6.5648,0.2,0.0071,38.1205,0.21333,0.5425,0.41027,0.31379,0.96932,0.00528,0.0033,0.1438,0.0752,0.08707,0.44052,0.0033,0.14578,0.125,0.22222,0.00259
2095,JPN,少子化支持政策（合并简化）,320,174,52,0,2,4,1.2975,27.7365,0.5,0.05882,94.2373,0.6,0.44828,0.32225,0.25714,0.15552,0.01087,0.01087,0.09783,0.01087,0.09783,0.52874,0.01087,0.20652,0.0,1.0,0.00833
2095,USA,无专项生育限制,328,179,90,0,8,0,1.1919,22.5299,0.0,0.03427,110.5229,0.46,0.25,0.40134,0.28037,0.17672,0.01333,0.0,0.14667,0.04,0.08,0.6257,0.0,0.22667,1.0,0,0.02752
2096,CHN,三孩及配套支持,1342,643,231,5,16,3,1.7203,18.0653,0.81818,0.01738,59.0902,0.21333,0.53555,0.40249,0.2996,0.35529,0.00849,0.00849,0.10357,0.06791,0.09168,0.41213,0.00849,0.19015,0.2,0.55556,0.00592
2096,IND,国家家庭福利/计划生育项目（简化）,3412,1465,253,23,38,3,2.1688,6.9946,0.61905,0.00715,38.3433,0.21333,0.53438,0.40946,0.31288,0.95027,0.00539,0.00337,0.15094,0.06402,0.08491,0.43959,0.00337,0.14623,0.125,0.22222,0.00262
2096,JPN,少子化支持政策（合并简化）,316,171,52,0,3,1,1.2866,30.3333,0.0,0.05941,96.1413,0.6,0.41379,0.32143,0.25714,0.16116,0.01124,0.01124,0.07865,0.02247,0.10112,0.52047,0.01124,0.21348,0.0,1.0,0.00826
2096,USA,无专项生育限制,323,177,87,1,7,1,1.2,22.0677,0.0,0.03481,108.4228,0.47,0.16667,0.40234,0.28037,0.15991,0.01449,0.0,0.13043,0.05797,0.07246,0.63277,0.0,0.2029,1.0,0,0.0283
2097,CHN,三孩及配套支持,1332,634,226,5,16,5,1.7052,19.1075,0.33333,0.01669,59.5312,0.23333,0.52475,0.40275,0.2998,0.34073,0.01042,0.00868,0.10243,0.07118,0.08854,0.4164,0.00868,0.1875,0.16667,0.375,0.00594
2097,IND,国家家庭福利/计划生育项目（简化）,3410,1469,253,27,22,7,2.1637,7.4413,0.33333,0.00716,38.8903,0.21333,0.52215,0.40906,0.31168,0.93202,0.00684,0.00342,0.14579,0.06639,0.08077,0.43975,0.00342,0.14511,0.1,0.22449,0.00263
2097,JPN,少子化支持政策（合并简化）,309,167,51,2,9,0,1.2632,21.2751,0.0,0.05763,99.5288,0.61667,0.42308,0.32061,0.25714,0.15632,0.01176,0.01176,0.08235,0.08235,0.10588,0.52695,0.01176,0.22353,0.0,1.0,0.00847
2097,USA,无专项生育限制,325,177,86,2,6,6,1.2047,23.4927,0.0,0.03492,110.0127,0.48,0.25,0.40234,0.28037,0.14125,0.01449,0.0,0.13043,0.07246,0.08696,0.62147,0.0,0.21739,1.0,0,0.02885
2098,CHN,三孩及配套支持,1321,623,223,6,17,0,1.7057,20.9166,0.16667,0.01685,60.717,0.23333,0.5445,0.403,0.2998,0.32412,0.00883,0.00707,0.10777,0.07067,0.08657,0.41091,0.00707,0.18551,0.2,0.55556,0.00596
2098,IND,国家家庭福利/计划生育项目（简化）,3396,1471,250,21,33,2,2.1503,7.4243,0.46667,0.00751,38.362,0.22,0.52006,0.40922,0.31256,0.92565,0.00623,0.00415,0.14464,0.06159,0.08374,0.43848,0.00415,0.14464,0.11111,0.22222,0.00263
2098,JPN,少子化支持政策（合并简化）,304,164,51,0,5,0,1.2649,20.8237,0.0,0.05498,99.3576,0.61667,0.42308,0.3198,0.25714,0.14818,0.01205,0.01205,0.07229,0.06024,0.10843,0.54268,0.01205,0.21687,0.0,1.0,0.00862
