year,country,policy,population,households,living_clans,births,deaths,migrants,mean_children_per_completed_family,mean_child_investment,upward_mobility_rate,high_status_share,median_household_resources,bottom_clan_extinction_share,below_deadline_share,occupational_persistence_rate,precarious_inheritance_rate,fertility_realization_gap,political_occupation_share,medical_occupation_share,precarious_occupation_share,unemployment_rate,injury_rate,homeownership_rate,licensed_physician_share,state_sector_share,political_dynasty_share,faction_concentration,elite_marriage_share
2021,IND,国家家庭福利/计划生育项目（简化）,3081,973,300,35,8,11,3.1221,1.8088,0.07463,0.00304,13.5699,0.0,0.66975,0.4042,0.30233,1.8239,0.00504,0.0028,0.1327,0.08007,0.07783,0.5776,0.0028,0.16573,0.0,0.34375,0.00111
2021,JPN,少子化支持政策（合并简化）,612,278,120,2,0,8,1.4603,28.2521,1.0,0.04278,157.0705,0.0,0.21176,0.328,0.27907,0.18492,0.01754,0.01404,0.12281,0.02807,0.10526,0.58273,0.01404,0.18246,0.0,0.625,0.02317
2021,USA,无专项生育限制,895,406,200,3,2,16,1.4,40.3924,0.0,0.03182,203.2772,0.0,0.28,0.40749,0.33333,0.22101,0.01798,0.01798,0.1191,0.05393,0.08315,0.56897,0.01798,0.21124,0.0,0.52,0.01081
2022,CHN,三孩及配套支持,2016,832,300,20,6,11,1.9504,5.3271,0.29167,0.00685,29.9347,0.0,0.55452,0.39567,0.30405,1.84005,0.00658,0.00905,0.12911,0.06497,0.08964,0.44591,0.00905,0.16694,0.0,0.38889,0.0
2022,IND,国家家庭福利/计划生育项目（简化）,3122,991,300,37,3,15,3.1104,1.838,0.24444,0.00298,14.2897,0.0,0.67557,0.40252,0.30556,1.80878,0.00495,0.00275,0.13861,0.07261,0.07976,0.57114,0.00275,0.16227,0.0,0.34375,0.00109
2022,JPN,少子化支持政策（合并简化）,613,280,120,2,2,5,1.4463,29.7567,1.0,0.04433,151.2989,0.0,0.25287,0.33202,0.26667,0.1857,0.0173,0.01384,0.11765,0.0519,0.10381,0.575,0.01384,0.18685,0.0,0.625,0.02308
2022,USA,无专项生育限制,896,410,200,2,0,9,1.392,38.3587,0.2,0.03045,202.3097,0.0,0.28346,0.40741,0.34286,0.22869,0.01806,0.02257,0.11738,0.04966,0.08804,0.56585,0.02257,0.2167,0.0,0.52,0.0107
2023,CHN,三孩及配套支持,2025,837,300,17,0,8,1.9505,5.1271,0.41176,0.00681,30.9283,0.0,0.56024,0.39588,0.301,1.80523,0.0074,0.00986,0.13065,0.06409,0.09039,0.44325,0.00986,0.17173,0.0,0.42857,0.0
2023,IND,国家家庭福利/计划生育项目（简化）,3167,1013,300,48,6,11,3.0916,1.8591,0.29091,0.00375,15.4323,0.0,0.66868,0.40347,0.30751,1.79957,0.00485,0.0027,0.13646,0.06742,0.07713,0.56269,0.0027,0.16343,0.0,0.34375,0.00107
2023,JPN,少子化支持政策（合并简化）,618,284,120,3,3,5,1.4512,30.0506,0.66667,0.04218,149.1215,0.0,0.25,0.33203,0.25,0.18217,0.01379,0.01724,0.11034,0.06207,0.1,0.57394,0.01724,0.18621,0.0,1.0,0.02308
2023,USA,无专项生育限制,899,412,200,3,0,4,1.3831,37.5842,0.5,0.03023,199.1257,0.0,0.27273,0.40868,0.33803,0.23125,0.01806,0.02257,0.10384,0.06321,0.08578,0.56311,0.02257,0.2167,0.0,0.52,0.01064
2024,CHN,三孩及配套支持,2028,845,300,19,10,6,1.952,4.9228,0.26667,0.00681,31.3022,0.0,0.5638,0.39593,0.299,1.78058,0.00749,0.00915,0.12978,0.05657,0.09151,0.44379,0.00915,0.17471,0.0,0.42857,0.00129
2024,IND,国家家庭福利/计划生育项目（简化）,3206,1036,300,49,6,8,3.0949,1.7977,0.24138,0.00368,16.4312,0.0,0.66898,0.40575,0.30751,1.78981,0.0058,0.00264,0.13509,0.06438,0.07757,0.55502,0.00264,0.16359,0.09091,0.32,0.00104
2024,JPN,少子化支持政策（合并简化）,629,291,120,3,1,9,1.4476,28.0703,1.0,0.04325,144.8168,0.0,0.25806,0.33333,0.25,0.18619,0.01361,0.01701,0.09864,0.06122,0.09864,0.56701,0.01701,0.18027,0.0,1.0,0.02256
2024,USA,无专项生育限制,896,415,200,0,4,5,1.3838,35.7865,0.5,0.03012,195.39,0.0,0.2782,0.40766,0.33333,0.23648,0.01606,0.02064,0.1055,0.04817,0.08716,0.55904,0.02064,0.22018,0.0,0.52,0.00533
2025,CHN,三孩及配套支持,2044,851,300,22,7,1,1.9579,4.6022,0.31579,0.00676,32.3858,0.0,0.56772,0.39405,0.29801,1.73667,0.00753,0.01004,0.12552,0.06611,0.0887,0.44183,0.01004,0.17992,0.0,0.42857,0.00129
2025,IND,国家家庭福利/计划生育项目（简化）,3244,1060,300,47,6,7,3.0906,1.8944,0.10417,0.00362,16.8926,0.0,0.67713,0.40698,0.30876,1.79137,0.00574,0.00261,0.13316,0.07572,0.07885,0.5434,0.00261,0.16397,0.09091,0.32,0.00102
2025,JPN,少子化支持政策（合并简化）,624,292,120,1,3,3,1.4435,26.2633,0.25,0.0434,141.6545,0.0,0.24444,0.33588,0.2449,0.19053,0.01031,0.02062,0.10653,0.03436,0.10309,0.56507,0.02062,0.17869,0.0,1.0,0.02642
2025,USA,无专项生育限制,901,419,200,3,3,5,1.3972,34.8977,0.28571,0.03099,190.7664,0.0,0.27941,0.41242,0.33333,0.23438,0.01818,0.02045,0.11136,0.03864,0.09091,0.56086,0.02045,0.225,0.0,0.52,0.00531
2026,CHN,三孩及配套支持,2059,861,300,20,3,2,1.9579,4.6822,0.33333,0.00731,32.2399,0.0,0.54755,0.39439,0.29934,1.72025,0.00683,0.01025,0.1298,0.06063,0.08967,0.43554,0.01025,0.18019,0.0,0.38889,0.00128
2026,IND,国家家庭福利/计划生育项目（简化）,3280,1081,300,45,6,3,3.0829,1.9736,0.22449,0.00356,17.6937,0.0,0.67943,0.407,0.30425,1.77779,0.00675,0.00208,0.13499,0.07217,0.07996,0.53654,0.00208,0.16719,0.07692,0.28926,0.00101
2026,JPN,少子化支持政策（合并简化）,625,293,120,1,2,2,1.44,26.8898,0.5,0.04498,144.4093,0.0,0.25581,0.33333,0.2449,0.18705,0.01031,0.02062,0.09622,0.03093,0.10309,0.56655,0.02062,0.17869,0.0,1.0,0.02652
2026,USA,无专项生育限制,905,424,200,3,2,3,1.395,34.1705,0.33333,0.03207,184.1132,0.0,0.28788,0.4141,0.33333,0.23347,0.01831,0.01831,0.11213,0.0389,0.09611,0.55896,0.01831,0.22654,0.0,0.52,0.00526
2027,CHN,三孩及配套支持,2070,874,300,16,8,3,1.9623,4.7528,0.0,0.0073,32.4017,0.0,0.56305,0.39501,0.29739,1.70306,0.00691,0.01037,0.12705,0.0605,0.09421,0.43249,0.01037,0.17459,0.0,0.38889,0.00127
2027,IND,国家家庭福利/计划生育项目（简化）,3318,1110,300,47,2,7,3.0788,2.0244,0.23529,0.0035,17.4974,0.0,0.66952,0.40665,0.30736,1.789,0.0072,0.00206,0.13529,0.06996,0.07767,0.52883,0.00206,0.16872,0.14286,0.28926,0.00098
2027,JPN,少子化支持政策（合并简化）,626,295,120,3,2,0,1.4365,27.7697,0.2,0.04475,147.2386,0.0,0.26966,0.32714,0.24,0.18739,0.01083,0.01805,0.09386,0.02527,0.10469,0.5661,0.01805,0.18773,0.0,1.0,0.02652
2027,USA,无专项生育限制,906,431,200,1,4,4,1.4011,32.7402,0.5,0.03199,182.322,0.0,0.29688,0.41228,0.32877,0.2398,0.01887,0.01887,0.11085,0.03774,0.09434,0.55684,0.01887,0.22877,0.0,0.52,0.00524
2028,CHN,三孩及配套支持,2078,877,300,18,11,9,1.9554,4.5323,0.23077,0.00673,32.8566,0.0,0.56977,0.39564,0.2987,1.67225,0.00797,0.00974,0.12223,0.07086,0.09212,0.43444,0.00974,0.17803,0.0,0.42857,0.00128
2028,IND,国家家庭福利/计划生育项目（简化）,3353,1136,300,58,14,9,3.0693,1.9401,0.2,0.00347,18.3794,0.0,0.66315,0.40336,0.30621,1.79006,0.00724,0.00207,0.13754,0.06929,0.07653,0.51673,0.00207,0.16443,0.14286,0.28926,0.00193
2028,JPN,少子化支持政策（合并简化）,628,296,120,2,2,2,1.4506,26.412,0.0,0.04452,144.3043,0.0,0.27059,0.33088,0.2549,0.1779,0.01515,0.01515,0.08333,0.04924,0.10606,0.56757,0.01515,0.18939,0.0,1.0,0.02652
2028,USA,无专项生育限制,913,433,200,6,5,6,1.4011,33.8358,0.0,0.03188,180.5977,0.0,0.29839,0.41357,0.32432,0.22463,0.01442,0.02163,0.10817,0.05529,0.09375,0.55889,0.02163,0.22356,0.0,0.55556,0.00526
2029,CHN,三孩及配套支持,2083,881,300,16,10,13,1.9514,4.4273,0.33333,0.00619,35.2079,0.0,0.56973,0.3974,0.30323,1.65019,0.00726,0.00998,0.12069,0.05717,0.09437,0.43473,0.00998,0.17967,0.0,0.38889,0.00128
2029,IND,国家家庭福利/计划生育项目（简化）,3387,1157,300,52,15,5,3.0636,1.8714,0.3,0.00383,18.9774,0.0,0.66241,0.40331,0.30737,1.77655,0.00624,0.00208,0.13528,0.0744,0.07492,0.51253,0.00208,0.16493,0.16667,0.26,0.00191
2029,JPN,少子化支持政策（合并简化）,635,303,120,3,1,5,1.4457,26.9732,0.33333,0.04569,139.4831,0.0,0.27381,0.32727,0.2549,0.18513,0.01544,0.01544,0.09266,0.04633,0.09653,0.56106,0.01544,0.18533,0.0,1.0,0.02602
2029,USA,无专项生育限制,907,434,200,1,6,5,1.4038,33.4227,0.5,0.03088,182.1768,0.0,0.27869,0.41176,0.32432,0.22958,0.01238,0.02228,0.10149,0.06683,0.09158,0.5576,0.02228,0.21782,0.0,0.55556,0.00532
2030,CHN,三孩及配套支持,2094,888,300,20,8,5,1.9517,4.415,0.4,0.00618,34.9276,0.0,0.57313,0.39813,0.30323,1.62022,0.00659,0.01035,0.12418,0.05174,0.09595,0.43018,0.01035,0.17592,0.0,0.36,0.00128
2030,IND,国家家庭福利/计划生育项目（简化）,3418,1174,300,51,8,12,3.0544,1.8694,0.19355,0.00344,18.4945,0.0,0.66131,0.40353,0.30689,1.76263,0.00579,0.00211,0.13947,0.07,0.07579,0.50341,0.00211,0.16526,0.18182,0.30864,0.00188
2030,JPN,少子化支持政策（合并简化）,638,306,120,1,2,8,1.4525,27.1666,1.0,0.04706,136.6106,0.0,0.28049,0.32491,0.2549,0.18608,0.01186,0.01581,0.09091,0.03557,0.10672,0.56209,0.01581,0.19368,0.0,1.0,0.02222
2030,USA,无专项生育限制,913,438,200,2,5,9,1.3984,33.5445,0.66667,0.03298,182.7794,0.0,0.30579,0.41126,0.31169,0.23117,0.0102,0.02041,0.11224,0.06378,0.09439,0.55708,0.02041,0.21173,0.0,0.5,0.00796
2031,CHN,三孩及配套支持,2108,892,300,23,7,2,1.9547,4.5853,0.25,0.00618,35.2855,0.0,0.57585,0.398,0.30547,1.58905,0.0068,0.00972,0.12536,0.05928,0.09427,0.42489,0.00972,0.17784,0.0,0.36,0.00128
2031,IND,国家家庭福利/计划生育项目（简化）,3459,1189,300,50,9,0,3.0361,1.8475,0.2,0.00341,18.0614,0.0,0.65909,0.40349,0.30992,1.737,0.00531,0.00159,0.14066,0.06741,0.0759,0.49958,0.00159,0.16614,0.1,0.30864,0.00187
2031,JPN,少子化支持政策（合并简化）,642,309,120,3,3,4,1.4549,27.8174,1.0,0.04523,133.8787,0.0,0.24,0.32374,0.2549,0.18127,0.0125,0.01667,0.08333,0.04167,0.10833,0.56311,0.01667,0.20417,0.0,1.0,0.02222
2031,USA,无专项生育限制,907,438,200,2,6,2,1.3979,32.6617,0.2,0.03191,182.8842,0.0,0.29825,0.41113,0.32051,0.22191,0.01326,0.02387,0.11406,0.0504,0.09284,0.55708,0.02387,0.22281,0.0,0.5,0.00809
2032,CHN,三孩及配套支持,2102,897,300,15,12,9,1.952,4.6286,0.125,0.00622,35.1025,0.0,0.5627,0.39716,0.30547,1.5744,0.00714,0.00816,0.12857,0.0449,0.09592,0.42586,0.00816,0.18367,0.0,0.375,0.00129
2032,IND,国家家庭福利/计划生育项目（简化）,3480,1201,300,45,15,9,3.0248,1.8267,0.21429,0.00339,18.9118,0.0,0.64381,0.40508,0.31365,1.71959,0.00487,0.00108,0.14494,0.06923,0.07463,0.49792,0.00108,0.16982,0.11111,0.34375,0.00186
2032,JPN,少子化支持政策（合并简化）,656,314,120,2,2,14,1.4627,28.7968,0.0,0.04139,129.4319,0.0,0.27778,0.32258,0.25,0.18031,0.01288,0.01288,0.09442,0.05579,0.1073,0.56051,0.01288,0.20172,0.0,1.0,0.01818
2032,USA,无专项生育限制,911,441,200,3,3,4,1.3974,32.335,0.0,0.03195,179.6211,0.0,0.28571,0.41113,0.32051,0.20817,0.00852,0.02557,0.1108,0.05682,0.09091,0.55556,0.02557,0.21875,0.0,0.5,0.00809
2033,CHN,三孩及配套支持,2113,901,300,20,8,7,1.9514,4.6527,0.25,0.00622,35.2282,0.0,0.55921,0.39915,0.30547,1.55087,0.00859,0.00859,0.11923,0.04619,0.09237,0.42619,0.00859,0.1826,0.0,0.44,0.00129
2033,IND,国家家庭福利/计划生育项目（简化）,3517,1214,300,60,14,9,3.0037,1.8196,0.17143,0.00375,18.9754,0.0,0.63942,0.40331,0.30862,1.68919,0.00441,0.0011,0.14262,0.07104,0.07159,0.49341,0.0011,0.1652,0.125,0.38776,0.00093
2033,JPN,少子化支持政策（合并简化）,657,317,120,1,6,6,1.489,22.9021,0.0,0.03954,125.3036,0.0,0.22857,0.31915,0.24528,0.17958,0.00877,0.01316,0.09649,0.02632,0.10526,0.56467,0.01316,0.19737,0.0,1.0,0.0146
2033,USA,无专项生育限制,911,442,200,2,6,4,1.3916,30.8632,0.0,0.03199,178.045,0.0,0.31313,0.40851,0.32051,0.20254,0.00885,0.0236,0.10914,0.05605,0.09145,0.5543,0.0236,0.22124,0.0,0.5,0.00813
2034,CHN,三孩及配套支持,2129,912,300,14,8,14,1.9505,4.4748,0.125,0.0062,34.4731,0.0,0.5614,0.39902,0.31013,1.53309,0.00903,0.0079,0.1219,0.04853,0.09481,0.42215,0.0079,0.1851,0.0,0.44,0.00128
2034,IND,国家家庭福利/计划生育项目（简化）,3547,1225,300,48,9,9,2.982,1.8157,0.03448,0.00373,19.521,0.0,0.63573,0.40385,0.30938,1.66343,0.00394,0.00113,0.14752,0.06869,0.06982,0.49143,0.00113,0.16948,0.14286,0.5,0.00092
2034,JPN,少子化支持政策（合并简化）,652,318,120,2,7,0,1.4854,22.7532,0.0,0.03987,126.6987,0.0,0.22388,0.3169,0.24528,0.17929,0.00922,0.01382,0.09677,0.04608,0.09217,0.56289,0.01382,0.19355,0.0,1.0,0.01493
2034,USA,无专项生育限制,911,443,199,3,2,5,1.3928,28.8735,0.0,0.03321,175.9818,0.0,0.35227,0.40678,0.32051,0.19724,0.00929,0.02477,0.10526,0.07121,0.09288,0.55756,0.02477,0.22291,0.0,0.5,0.00811
2035,CHN,三孩及配套支持,2138,914,300,14,5,0,1.9549,4.5441,0.0,0.0062,33.9969,0.0,0.55472,0.39874,0.30818,1.5065,0.0095,0.00831,0.12114,0.06057,0.09739,0.42232,0.00831,0.1829,0.0,0.44,0.00128
2035,IND,国家家庭福利/计划生育项目（简化）,3569,1246,300,29,7,6,2.9622,1.7175,0.16667,0.0037,19.331,0.0,0.6356,0.40298,0.30724,1.67135,0.00284,0.00114,0.14545,0.06989,0.06818,0.48315,0.00114,0.16648,0.2,0.44,0.00091
2035,JPN,少子化支持政策（合并简化）,649,318,120,0,4,7,1.4801,23.9121,1.0,0.03827,124.2597,0.0,0.22222,0.31818,0.24528,0.17404,0.00957,0.01435,0.09091,0.04306,0.08612,0.56604,0.01435,0.19139,0.0,1.0,0.01509
2035,USA,无专项生育限制,908,442,199,1,3,3,1.3903,29.2483,0.66667,0.03325,176.6733,0.0,0.35802,0.40632,0.31646,0.19354,0.01,0.03,0.12,0.02667,0.09,0.56335,0.03,0.21667,0.0,0.5,0.00817
2036,CHN,三孩及配套支持,2137,914,300,19,12,8,1.9473,4.5437,0.2,0.00679,32.984,0.0,0.5749,0.39875,0.30841,1.48163,0.01135,0.00757,0.11728,0.05296,0.09962,0.42013,0.00757,0.18663,0.11111,0.33333,0.0013
2036,IND,国家家庭福利/计划生育项目（简化）,3592,1266,300,45,19,3,2.9433,1.7098,0.28571,0.0037,19.1907,0.0,0.6206,0.40156,0.30545,1.66838,0.00348,0.00116,0.14675,0.06555,0.07135,0.47946,0.00116,0.16589,0.16667,0.44,0.0009
2036,JPN,少子化支持政策（合并简化）,648,321,120,0,3,8,1.4769,21.4188,0.0,0.03808,125.1351,0.0,0.21875,0.3218,0.24528,0.17292,0.00505,0.01515,0.10101,0.0202,0.08081,0.56698,0.01515,0.19697,0.0,1.0,0.01509
2036,USA,无专项生育限制,914,448,199,1,4,13,1.396,27.6109,0.0,0.03294,165.4269,0.0,0.34146,0.40333,0.3125,0.20227,0.00709,0.02837,0.13475,0.02837,0.07801,0.55357,0.02837,0.21631,0.0,0.5,0.00811
2037,CHN,三孩及配套支持,2134,913,299,11,14,0,1.9487,4.4728,0.0,0.00684,32.2383,0.00667,0.56889,0.39917,0.30841,1.46468,0.01233,0.00685,0.11507,0.06575,0.10411,0.4195,0.00685,0.19452,0.11111,0.33333,0.00131
2037,IND,国家家庭福利/计划生育项目（简化）,3619,1282,300,39,8,6,2.92,1.7362,0.10526,0.00405,19.0,0.0,0.62016,0.4013,0.30636,1.65621,0.00421,0.0012,0.15264,0.0595,0.07091,0.47738,0.0012,0.16526,0.14286,0.44,0.00089
2037,JPN,少子化支持政策（合并简化）,644,319,120,3,8,3,1.4786,22.6698,0.0,0.0384,121.3811,0.0,0.20312,0.32646,0.24528,0.16653,0.00538,0.01613,0.09677,0.01613,0.0914,0.56426,0.01613,0.19355,0.0,1.0,0.01538
2037,USA,无专项生育限制,915,448,199,2,4,3,1.3915,25.4174,0.5,0.03294,162.8339,0.0,0.34568,0.40166,0.3125,0.19614,0.01145,0.01908,0.13359,0.04198,0.07634,0.55134,0.01908,0.23282,0.0,0.33333,0.00815
2038,CHN,三孩及配套支持,2132,910,299,10,12,8,1.9548,4.4729,0.07692,0.0074,30.8958,0.00667,0.58716,0.40041,0.31173,1.43734,0.01331,0.00888,0.12278,0.06065,0.09615,0.41648,0.00888,0.18935,0.11111,0.33333,0.00133
2038,IND,国家家庭福利/计划生育项目（简化）,3645,1295,300,46,17,7,2.9026,1.7444,0.17857,0.00404,19.1314,0.0,0.60573,0.4004,0.30608,1.64339,0.00428,0.00061,0.15211,0.06781,0.0672,0.47413,0.00061,0.16371,0.14286,0.44,0.00089
2038,JPN,少子化支持政策（合并简化）,643,322,120,1,3,5,1.4718,23.989,1.0,0.03846,117.5608,0.0,0.16667,0.32877,0.24528,0.17302,0.01136,0.01136,0.09659,0.02273,0.08523,0.56211,0.01136,0.19318,0.0,0.5,0.01544
2038,USA,无专项生育限制,910,448,199,0,7,8,1.3818,26.2513,0.33333,0.03306,161.8651,0.0,0.35,0.39918,0.30488,0.19994,0.0119,0.01984,0.12698,0.03571,0.07143,0.54911,0.01984,0.22619,0.0,0.33333,0.00824
2039,CHN,三孩及配套支持,2126,913,299,9,16,3,1.9454,4.4316,0.22727,0.00793,31.2545,0.00667,0.57778,0.39851,0.31098,1.42916,0.01061,0.00758,0.12273,0.0697,0.08939,0.4184,0.00758,0.18939,0.14286,0.33333,0.00134
2039,IND,国家家庭福利/计划生育项目（简化）,3667,1302,300,45,16,7,2.8988,1.8107,0.18421,0.00437,19.3509,0.0,0.60168,0.39992,0.30597,1.61864,0.00492,0.00061,0.15058,0.07437,0.06515,0.47312,0.00061,0.1598,0.125,0.44,0.00089
2039,JPN,少子化支持政策（合并简化）,645,323,119,0,5,7,1.4757,25.4233,0.33333,0.04,121.3831,0.01667,0.17308,0.33559,0.25926,0.1728,0.00565,0.0113,0.0904,0.03955,0.0791,0.56656,0.0113,0.18079,0.0,1.0,0.01556
2039,USA,无专项生育限制,898,447,198,1,12,1,1.3713,26.4869,0.0,0.03226,157.3534,0.01,0.36364,0.40082,0.30488,0.20404,0.01224,0.02041,0.13061,0.0449,0.06122,0.5481,0.02041,0.21224,0.0,0.33333,0.0056
2040,CHN,三孩及配套支持,2130,916,299,15,12,3,1.9372,4.3615,0.35714,0.00848,30.5218,0.00667,0.5907,0.39812,0.31003,1.42267,0.01095,0.00782,0.12207,0.06416,0.0892,0.41376,0.00782,0.18623,0.14286,0.33333,0.00135
2040,IND,国家家庭福利/计划生育项目（简化）,3688,1311,300,42,19,6,2.8703,1.8709,0.22222,0.00436,18.6704,0.0,0.61778,0.39961,0.30642,1.60001,0.00312,0.0,0.15783,0.07236,0.06301,0.4714,0.0,0.16282,0.2,0.375,0.00089
2040,JPN,少子化支持政策（合并简化）,637,324,119,0,9,9,1.4878,24.5871,0.5,0.04047,118.3555,0.01667,0.19231,0.33333,0.25926,0.17544,0.00559,0.01117,0.09497,0.01676,0.08939,0.5679,0.01117,0.18436,0.0,1.0,0.01606
2040,USA,无专项生育限制,893,446,198,2,7,0,1.3672,26.5415,0.5,0.03245,153.8596,0.01,0.33333,0.40122,0.3012,0.20357,0.01224,0.02041,0.12653,0.05714,0.06531,0.54709,0.02041,0.21224,0.0,0.33333,0.00565
2041,CHN,三孩及配套支持,2134,924,299,8,5,9,1.9356,4.2414,0.17391,0.00841,29.3384,0.00667,0.61395,0.39802,0.30816,1.41448,0.00949,0.00791,0.13449,0.06804,0.08703,0.41017,0.00791,0.19304,0.16667,0.28,0.00134
2041,IND,国家家庭福利/计划生育项目（简化）,3697,1312,300,34,12,17,2.8582,1.8985,0.33333,0.00472,18.026,0.0,0.62308,0.40062,0.30797,1.57808,0.00382,0.0,0.15213,0.06365,0.06047,0.47104,0.0,0.15913,0.16667,0.44,0.0009
2041,JPN,少子化支持政策（合并简化）,630,325,119,0,11,4,1.4948,24.5304,0.0,0.04096,114.2259,0.01667,0.14583,0.33333,0.25926,0.18179,0.01143,0.01143,0.09714,0.02286,0.10286,0.56308,0.01143,0.18286,0.0,1.0,0.01653
2041,USA,无专项生育限制,893,448,198,1,9,8,1.3654,27.682,0.6,0.03241,149.9917,0.01,0.38356,0.39919,0.29762,0.20576,0.0121,0.02016,0.1371,0.04435,0.06855,0.54241,0.02016,0.21371,0.0,0.55556,0.00573
2042,CHN,三孩及配套支持,2127,926,299,8,11,8,1.9321,4.3028,0.33333,0.0084,28.7961,0.00667,0.63208,0.39739,0.30723,1.40384,0.00803,0.00642,0.13804,0.05618,0.08668,0.41253,0.00642,0.19262,0.2,0.375,0.0
2042,IND,国家家庭福利/计划生育项目（简化）,3712,1325,300,26,16,5,2.8288,1.8781,0.18519,0.00469,17.8454,0.0,0.64058,0.40069,0.31059,1.58193,0.0045,0.0,0.14984,0.07203,0.06174,0.46566,0.0,0.16013,0.14286,0.33333,0.00089
2042,JPN,少子化支持政策（合并简化）,624,321,118,0,9,3,1.4879,26.0189,0.25,0.04281,114.034,0.03333,0.14583,0.33555,0.27273,0.18222,0.01124,0.01685,0.10112,0.02247,0.10112,0.56698,0.01685,0.19101,0.0,1.0,0.01674
2042,USA,无专项生育限制,881,442,196,1,9,4,1.3614,27.1849,0.5,0.03277,148.7315,0.01,0.41176,0.4,0.2907,0.20076,0.00826,0.02066,0.13636,0.03719,0.07025,0.54299,0.02066,0.19835,0.0,0.5,0.00583
2043,CHN,三孩及配套支持,2106,925,299,5,26,0,1.9259,4.3081,0.3125,0.00845,27.8829,0.00667,0.65566,0.39651,0.30746,1.41293,0.00809,0.00647,0.14887,0.0534,0.08091,0.41081,0.00647,0.18932,0.2,0.375,0.0
2043,IND,国家家庭福利/计划生育项目（简化）,3717,1332,299,29,23,7,2.8203,1.9494,0.15625,0.00467,17.6161,0.00667,0.66223,0.39924,0.30948,1.57241,0.00579,0.0,0.15122,0.07336,0.06692,0.46021,0.0,0.15637,0.11111,0.3125,0.00179
2043,JPN,少子化支持政策（合并简化）,615,318,118,2,8,3,1.4777,25.9711,0.5,0.0434,111.8179,0.03333,0.15217,0.33663,0.26786,0.16427,0.00581,0.01744,0.11047,0.00581,0.09884,0.57547,0.01744,0.18605,0.0,0,0.01724
2043,USA,无专项生育限制,876,443,196,3,12,4,1.3557,27.5031,0.2,0.03297,142.9916,0.01,0.44776,0.40198,0.29545,0.20099,0.0081,0.02024,0.1417,0.03644,0.06883,0.53725,0.02024,0.19433,0.0,0.5,0.00588
2044,CHN,三孩及配套支持,2095,924,299,8,16,3,1.9125,4.4739,0.10526,0.00845,27.4307,0.00667,0.64486,0.39553,0.30769,1.40821,0.00806,0.00645,0.15484,0.04516,0.07903,0.40693,0.00645,0.18387,0.2,0.375,0.0
2044,IND,国家家庭福利/计划生育项目（简化）,3729,1334,299,33,18,7,2.804,2.0274,0.25714,0.005,16.7003,0.00667,0.67627,0.39962,0.30906,1.54942,0.0064,0.0,0.15429,0.0749,0.06594,0.45952,0.0,0.15045,0.2,0.35802,0.00179
2044,JPN,少子化支持政策（合并简化）,601,312,116,0,14,10,1.4896,27.7001,0.33333,0.04433,112.5568,0.05,0.16667,0.33333,0.26786,0.15693,0.0,0.01754,0.11696,0.02924,0.09942,0.56731,0.01754,0.18713,0.0,0,0.01778
2044,USA,无专项生育限制,863,443,195,0,19,10,1.3589,26.7119,0.5,0.03474,141.5699,0.02,0.46032,0.40039,0.29213,0.20065,0.004,0.024,0.12,0.06,0.064,0.53499,0.024,0.184,0.0,1.0,0.00615
2045,CHN,三孩及配套支持,2091,932,298,13,19,2,1.9169,4.7714,0.125,0.00732,28.2435,0.01333,0.63348,0.39469,0.30702,1.40349,0.00808,0.00485,0.15024,0.04847,0.07916,0.40665,0.00485,0.17771,0.2,0.375,0.0
2045,IND,国家家庭福利/计划生育项目（简化）,3717,1327,299,19,25,6,2.7897,2.046,0.28261,0.00497,16.3268,0.00667,0.69165,0.40207,0.30609,1.53609,0.00632,0.0,0.15044,0.07712,0.07206,0.45893,0.0,0.14791,0.2,0.35802,0.00181
2045,JPN,少子化支持政策（合并简化）,594,310,116,1,8,0,1.4861,25.9151,0.5,0.0448,110.5606,0.05,0.19048,0.33117,0.26786,0.16133,0.0,0.01786,0.1131,0.04762,0.10119,0.56774,0.01786,0.18452,0.0,0,0.0181
2045,USA,无专项生育限制,857,444,193,2,12,4,1.3661,27.332,0.33333,0.03483,132.7866,0.03,0.44776,0.39766,0.28889,0.20152,0.00391,0.01953,0.12109,0.04688,0.05859,0.52928,0.01953,0.19531,0.0,1.0,0.00625
2046,CHN,三孩及配套支持,2084,932,298,10,19,2,1.9049,4.8785,0.17647,0.00732,27.7582,0.01333,0.63478,0.39612,0.30946,1.39585,0.00637,0.00637,0.14809,0.05573,0.07643,0.40343,0.00637,0.17357,0.25,0.375,0.0
2046,IND,国家家庭福利/计划生育项目（简化）,3701,1330,299,24,30,10,2.7826,2.076,0.19149,0.00495,15.969,0.00667,0.70052,0.40174,0.30651,1.5445,0.00623,0.00062,0.15265,0.0785,0.06854,0.45489,0.00062,0.14206,0.2,0.3125,0.00181
2046,JPN,少子化支持政策（合并简化）,586,311,115,1,15,10,1.4704,28.3814,0.5,0.04537,106.7587,0.05,0.32558,0.32692,0.26786,0.17156,0.0,0.01744,0.09884,0.05814,0.09884,0.56592,0.01744,0.19767,0.0,0,0.0186
2046,USA,无专项生育限制,851,445,193,0,8,2,1.357,27.016,0.0,0.03504,130.5046,0.03,0.50746,0.39883,0.28889,0.21381,0.01186,0.01976,0.11462,0.05138,0.05929,0.52809,0.01976,0.18972,0.0,0.33333,0.00631
